CustomerID,Age,Gender,Tenure_Months,Monthly_Bill_GBP,Data_Usage_GB,Call_Duration_Mins,Support_Calls,Contract_Type,Payment_Method
TEL-2989,24,Non-binary,48,57.14,7.94,417.0,3,Two year,Mailed check
TEL-1787,68,Male,11,54.29,5.59,574.0,3,One year,Mailed check
TEL-1404,38,Female,57,41.62,5.75,920.0,1,Two year,Electronic check
TEL-2228,62,Non-binary,46,25.71,2.94,108.0,4,One year,Credit card
TEL-2134,42,Non-binary,64,19.3,0.95,111.0,0,Month-to-month,Mailed check
TEL-1463,54,Non-binary,3,42.54,4.75,706.0,2,Month-to-month,Bank transfer
TEL-2531,60,Male,2,13.34,-0.02,17.0,0,Month-to-month,Credit card
TEL-2286,49,Non-binary,16,22.27,1.5,169.0,1,One year,Bank transfer
TEL-1806,46,Non-binary,18,40.46,6.21,866.0,5,Month-to-month,Bank transfer
TEL-1389,60,Male,2,70.03,434.06,38.0,0,Month-to-month,Mailed check
TEL-1156,71,Non-binary,54,88.93,515.78,52.0,0,Two year,Credit card
TEL-1841,55,Male,59,61.48,4.0,730.0,1,Month-to-month,Mailed check
TEL-1696,76,Male,13,32.57,4.78,1100.0,0,One year,Electronic check
TEL-2254,44,Male,27,25.1,3.31,86.0,0,Two year,Mailed check
TEL-1226,84,Female,15,86.49,439.31,31.0,2,One year,Electronic check
TEL-1276,19,Female,11,80.33,443.45,43.0,1,Month-to-month,Electronic check
TEL-1560,23,Male,37,42.7,7.78,634.0,2,Month-to-month,Bank transfer
TEL-1101,31,Male,36,95.37,449.01,58.0,0,One year,Bank transfer
TEL-2191,84,Male,7,31.85,3.13,74.0,0,One year,Credit card
TEL-2184,34,Non-binary,38,35.0,2.29,167.0,0,Two year,Electronic check
TEL-1359,65,Non-binary,20,80.02,435.94,27.0,2,Two year,Credit card
TEL-2910,76,Male,17,47.14,22.56,230.0,5,One year,Mailed check
TEL-1549,66,Non-binary,21,47.43,7.29,563.0,2,Month-to-month,Bank transfer
TEL-1983,26,Non-binary,37,34.84,3.53,773.0,2,One year,Mailed check
TEL-1528,58,Male,62,42.87,5.32,773.0,3,One year,Credit card
TEL-2433,24,Non-binary,47,15.48,1.47,71.0,0,Month-to-month,Electronic check
TEL-2901,65,Male,17,72.09,13.58,246.0,3,Two year,Bank transfer
TEL-2850,34,Female,3,63.5,24.41,229.0,5,One year,Mailed check
TEL-2044,37,Male,61,19.84,1.29,113.0,0,Two year,Mailed check
TEL-2777,29,Female,57,31.82,1.36,137.0,0,Month-to-month,Mailed check
TEL-2244,70,Male,70,26.74,1.79,97.0,0,Month-to-month,Electronic check
TEL-1599,80,Female,67,60.64,4.89,890.0,3,Two year,Electronic check
TEL-2685,74,Non-binary,42,26.64,2.51,36.0,0,Two year,Mailed check
TEL-1154,19,Non-binary,13,89.36,514.6,31.0,2,Month-to-month,Electronic check
TEL-1379,50,Non-binary,28,93.95,397.89,59.0,1,One year,Bank transfer
TEL-1777,22,Non-binary,4,47.42,2.16,963.0,6,Two year,Bank transfer
TEL-1524,75,Female,57,47.21,3.26,836.0,1,One year,Mailed check
TEL-1781,59,Non-binary,18,52.45,5.42,560.0,4,One year,Bank transfer
TEL-1135,44,Male,64,110.39,486.43,48.0,0,Month-to-month,Credit card
TEL-2175,71,Female,30,12.66,1.8,113.0,1,One year,Bank transfer
TEL-1744,27,Non-binary,37,43.63,5.14,909.0,2,Month-to-month,Bank transfer
TEL-1018,66,Non-binary,10,78.43,379.45,44.0,1,Two year,Bank transfer
TEL-2416,25,Male,72,39.59,2.42,135.0,1,One year,Mailed check
TEL-2425,73,Female,23,29.33,2.77,106.0,1,Two year,Electronic check
TEL-1754,32,Non-binary,31,44.33,6.51,811.0,1,One year,Credit card
TEL-1057,61,Non-binary,49,90.38,432.74,66.0,2,Month-to-month,Credit card
TEL-2004,51,Female,2,25.87,1.95,5.0,0,Two year,Electronic check
TEL-1855,68,Male,8,47.31,6.94,564.0,0,Month-to-month,Mailed check
TEL-2639,73,Non-binary,50,28.82,0.36,196.0,0,One year,Bank transfer
TEL-1726,43,Non-binary,19,44.48,3.19,766.0,1,One year,Mailed check
TEL-1521,25,Male,32,39.87,8.31,771.0,2,Month-to-month,Mailed check
TEL-1913,79,Non-binary,37,55.0,4.52,944.0,3,Two year,Credit card
TEL-2586,52,Non-binary,55,22.09,1.51,112.0,0,Two year,Electronic check
TEL-2382,55,Male,55,18.78,2.78,37.0,1,One year,Mailed check
TEL-1864,53,Non-binary,71,47.34,3.63,865.0,2,One year,Electronic check
TEL-1871,57,Non-binary,46,53.3,2.11,789.0,3,Two year,Credit card
TEL-2194,84,Non-binary,33,23.78,2.56,129.0,0,Two year,Bank transfer
TEL-1123,74,Male,9,85.68,529.97,72.0,3,Month-to-month,Credit card
TEL-1875,70,Female,64,48.21,10.97,908.0,1,Two year,Credit card
TEL-2941,27,Female,3,64.68,33.11,169.0,5,Month-to-month,Bank transfer
TEL-1484,56,Male,17,45.71,3.92,1013.0,2,One year,Mailed check
TEL-1910,30,Female,50,44.93,5.08,928.0,1,Two year,Bank transfer
TEL-2809,58,Female,19,56.07,20.78,187.0,4,One year,Credit card
TEL-1117,76,Non-binary,4,102.04,554.13,20.0,1,One year,Electronic check
TEL-2587,61,Female,46,30.64,1.9,109.0,0,Month-to-month,Bank transfer
TEL-2851,69,Female,58,91.41,-5.59,65.0,8,One year,Mailed check
TEL-2659,59,Non-binary,38,37.96,2.38,127.0,1,Two year,Credit card
TEL-1966,36,Female,54,42.83,4.2,1017.0,4,Two year,Credit card
TEL-2875,62,Female,27,71.95,35.56,512.0,4,One year,Mailed check
TEL-2987,25,Non-binary,21,79.41,19.52,326.0,7,One year,Electronic check
TEL-1691,69,Male,72,42.94,3.64,817.0,4,Two year,Credit card
TEL-1832,19,Non-binary,16,33.98,2.97,740.0,2,Two year,Electronic check
TEL-2935,68,Non-binary,19,67.54,10.57,274.0,6,Two year,Electronic check
TEL-2819,49,Male,58,56.28,27.41,115.0,4,Month-to-month,Bank transfer
TEL-2698,63,Male,1,23.49,3.0,60.0,0,Two year,Credit card
TEL-2718,25,Male,39,20.46,2.75,106.0,0,One year,Credit card
TEL-1572,79,Male,56,39.89,4.98,762.0,4,Month-to-month,Mailed check
TEL-2780,55,Female,1,18.63,3.14,119.0,1,Two year,Bank transfer
TEL-2683,28,Non-binary,37,15.5,1.23,169.0,0,One year,Electronic check
TEL-2237,62,Non-binary,36,29.45,1.32,135.0,1,One year,Mailed check
TEL-2261,45,Non-binary,15,25.13,0.47,101.0,1,One year,Bank transfer
TEL-2207,54,Male,61,34.4,0.86,164.0,0,Two year,Credit card
TEL-2148,70,Non-binary,12,28.13,2.03,216.0,1,Two year,Bank transfer
TEL-2848,21,Male,23,59.32,6.93,523.0,6,Two year,Credit card
TEL-2480,82,Non-binary,1,16.97,2.09,132.0,0,Month-to-month,Bank transfer
TEL-2127,79,Male,26,28.74,2.04,100.0,0,Month-to-month,Bank transfer
TEL-1492,55,Female,59,52.93,5.74,781.0,2,Month-to-month,Credit card
TEL-1131,18,Non-binary,45,85.46,323.41,-8.0,0,Month-to-month,Credit card
TEL-1354,74,Female,11,79.61,442.76,56.0,0,Two year,Mailed check
TEL-2247,48,Non-binary,24,16.59,2.87,139.0,0,Two year,Bank transfer
TEL-2948,66,Male,46,61.0,19.6,339.0,12,Month-to-month,Credit card
TEL-2008,44,Non-binary,29,20.88,1.03,160.0,0,Month-to-month,Bank transfer
TEL-2514,37,Male,13,19.88,2.27,58.0,1,Two year,Credit card
TEL-1971,19,Non-binary,60,45.28,1.48,872.0,2,One year,Credit card
TEL-2811,42,Male,10,41.88,9.21,289.0,4,Two year,Bank transfer
TEL-2917,82,Female,29,38.35,12.62,230.0,10,One year,Bank transfer
TEL-1297,33,Male,46,91.99,591.22,59.0,1,Two year,Bank transfer
TEL-2529,56,Male,52,34.22,2.45,191.0,0,Month-to-month,Credit card
TEL-2461,32,Non-binary,66,18.87,1.44,93.0,0,Two year,Mailed check
TEL-1653,53,Male,51,65.53,7.6,794.0,2,Two year,Electronic check
TEL-2019,79,Female,22,28.27,1.5,102.0,2,Two year,Mailed check
TEL-2748,47,Male,38,23.46,1.49,68.0,1,Two year,Bank transfer
TEL-2833,22,Non-binary,64,52.27,1.1,353.0,11,One year,Mailed check
TEL-1174,76,Female,38,107.76,401.36,53.0,1,One year,Bank transfer
TEL-1025,64,Male,19,80.47,430.13,45.0,1,Two year,Mailed check
TEL-2038,72,Non-binary,68,23.98,1.64,85.0,1,Month-to-month,Electronic check
TEL-1148,29,Female,64,91.89,407.18,15.0,1,Two year,Mailed check
TEL-1803,59,Female,9,48.32,4.62,558.0,2,One year,Credit card
TEL-1102,44,Female,57,88.34,425.88,34.0,1,Month-to-month,Electronic check
TEL-1469,21,Non-binary,62,46.02,5.82,822.0,4,Two year,Bank transfer
TEL-1288,30,Non-binary,22,96.91,425.62,54.0,1,One year,Credit card
TEL-2536,40,Male,64,28.03,3.39,44.0,1,Month-to-month,Electronic check
TEL-1512,18,Male,30,35.46,5.98,854.0,1,Month-to-month,Credit card
TEL-2429,52,Non-binary,57,23.06,1.71,95.0,1,Month-to-month,Bank transfer
TEL-1753,26,Non-binary,66,31.78,1.54,767.0,0,Month-to-month,Mailed check
TEL-1567,34,Male,52,34.72,4.07,918.0,3,One year,Credit card
TEL-2031,28,Female,18,19.35,2.51,131.0,0,One year,Mailed check
TEL-2189,28,Female,10,21.23,0.88,135.0,1,Month-to-month,Bank transfer
TEL-1043,61,Female,34,88.98,391.04,45.0,0,Two year,Electronic check
TEL-2610,40,Male,56,27.78,1.6,92.0,0,Month-to-month,Bank transfer
TEL-1808,44,Non-binary,47,46.61,3.9,849.0,0,Two year,Bank transfer
TEL-1649,80,Non-binary,59,23.19,5.18,1102.0,5,Two year,Credit card
TEL-2652,39,Non-binary,1,20.04,4.07,161.0,0,One year,Bank transfer
TEL-1138,54,Male,59,83.66,509.78,45.0,0,Month-to-month,Bank transfer
TEL-1685,51,Non-binary,17,53.46,6.26,910.0,2,Month-to-month,Electronic check
TEL-1837,60,Male,42,36.3,4.32,774.0,2,One year,Bank transfer
TEL-1421,79,Female,9,30.91,6.19,985.0,1,Two year,Electronic check
TEL-2521,68,Male,9,27.16,4.31,40.0,2,Two year,Bank transfer
TEL-2347,55,Female,69,21.82,1.57,102.0,0,Two year,Electronic check
TEL-1823,69,Non-binary,7,51.07,6.01,707.0,2,Month-to-month,Bank transfer
TEL-2278,46,Non-binary,22,30.01,2.02,23.0,0,One year,Electronic check
TEL-1770,81,Male,60,31.78,0.68,772.0,2,Month-to-month,Electronic check
TEL-2424,54,Male,43,27.13,2.54,108.0,1,Month-to-month,Bank transfer
TEL-2145,42,Female,61,19.44,0.62,95.0,1,One year,Credit card
TEL-1118,45,Non-binary,60,83.85,471.54,59.0,1,One year,Mailed check
TEL-2219,50,Male,16,17.98,0.73,137.0,0,One year,Bank transfer
TEL-2507,73,Male,15,28.35,2.04,56.0,0,One year,Mailed check
TEL-1516,74,Male,9,40.01,6.12,733.0,5,Two year,Bank transfer
TEL-2378,50,Male,66,32.57,0.83,62.0,0,One year,Mailed check
TEL-2204,22,Female,1,24.92,1.54,100.0,0,One year,Bank transfer
TEL-1591,83,Female,24,49.71,3.82,809.0,1,One year,Credit card
TEL-1719,83,Female,7,45.45,6.3,903.0,5,Month-to-month,Mailed check
TEL-1931,18,Female,66,40.23,4.82,971.0,3,Two year,Electronic check
TEL-1728,37,Non-binary,35,31.7,6.51,1016.0,0,Two year,Bank transfer
TEL-2287,68,Female,14,22.4,0.94,32.0,1,Month-to-month,Mailed check
TEL-2009,74,Non-binary,15,30.07,1.26,129.0,0,Month-to-month,Bank transfer
TEL-1216,78,Female,48,90.56,412.31,30.0,1,One year,Credit card
TEL-1679,34,Female,8,49.45,7.3,681.0,4,One year,Mailed check
TEL-2091,65,Male,8,26.86,1.03,108.0,0,Two year,Mailed check
TEL-2130,33,Male,11,24.59,2.07,167.0,0,Month-to-month,Electronic check
TEL-1912,73,Non-binary,20,36.3,4.26,955.0,3,Month-to-month,Electronic check
TEL-1243,78,Female,3,73.01,442.3,69.0,1,One year,Bank transfer
TEL-1142,76,Non-binary,29,69.18,388.02,63.0,2,One year,Mailed check
TEL-1977,84,Non-binary,10,38.45,2.98,754.0,3,Two year,Mailed check
TEL-2980,56,Non-binary,30,49.48,26.35,226.0,3,One year,Credit card
TEL-2303,84,Non-binary,15,27.4,3.7,96.0,1,Month-to-month,Electronic check
TEL-2906,38,Male,18,62.78,12.65,217.0,5,Month-to-month,Credit card
TEL-1862,63,Non-binary,16,40.03,2.94,590.0,4,Two year,Electronic check
TEL-1909,18,Non-binary,4,44.82,5.33,899.0,3,Month-to-month,Bank transfer
TEL-2169,74,Non-binary,25,36.29,1.45,113.0,1,Month-to-month,Mailed check
TEL-2668,56,Non-binary,16,25.91,1.9,145.0,1,Month-to-month,Bank transfer
TEL-1493,23,Non-binary,59,42.58,6.68,577.0,6,Month-to-month,Mailed check
TEL-2121,30,Non-binary,56,28.29,0.82,91.0,2,One year,Mailed check
TEL-1005,20,Female,32,93.87,419.01,36.0,2,One year,Bank transfer
TEL-2099,41,Non-binary,20,23.44,1.13,86.0,1,Month-to-month,Credit card
TEL-2076,32,Non-binary,39,25.79,2.73,101.0,1,One year,Mailed check
TEL-2856,80,Non-binary,1,81.02,7.5,298.0,2,Two year,Credit card
TEL-2252,30,Non-binary,33,28.82,2.42,87.0,0,One year,Credit card
TEL-2206,35,Male,50,32.27,3.7,116.0,0,One year,Credit card
TEL-1112,60,Non-binary,64,85.85,414.43,5.0,0,One year,Bank transfer
TEL-1263,84,Female,63,93.38,461.58,66.0,0,Two year,Electronic check
TEL-1031,68,Non-binary,47,89.88,507.51,43.0,1,Month-to-month,Mailed check
TEL-2398,24,Non-binary,59,22.77,1.97,111.0,0,Month-to-month,Bank transfer
TEL-1496,62,Non-binary,28,40.17,7.73,899.0,1,Month-to-month,Electronic check
TEL-1198,54,Male,70,90.5,401.0,59.0,0,One year,Mailed check
TEL-2140,31,Male,59,24.69,2.69,140.0,0,One year,Credit card
TEL-2854,55,Male,43,54.65,14.39,332.0,3,Month-to-month,Electronic check
TEL-2943,25,Male,55,70.49,18.7,382.0,5,One year,Bank transfer
TEL-1228,50,Female,13,108.82,470.94,46.0,0,Two year,Mailed check
TEL-1042,77,Male,1,86.55,421.48,25.0,0,Month-to-month,Bank transfer
TEL-2426,76,Non-binary,30,22.84,2.0,123.0,0,Two year,Bank transfer
TEL-1066,41,Female,43,83.3,407.47,20.0,0,Month-to-month,Mailed check
TEL-2125,63,Non-binary,55,28.61,-0.43,154.0,2,Two year,Mailed check
TEL-2062,61,Female,40,28.73,3.46,169.0,0,Month-to-month,Bank transfer
TEL-1797,56,Non-binary,35,50.5,5.44,594.0,1,One year,Bank transfer
TEL-2754,39,Non-binary,71,19.97,1.53,99.0,0,Two year,Credit card
TEL-2950,58,Female,16,75.61,9.67,258.0,6,One year,Mailed check
TEL-1205,41,Female,48,80.54,501.15,82.0,0,One year,Credit card
TEL-2739,72,Female,9,28.64,2.11,159.0,1,Month-to-month,Credit card
TEL-1360,56,Female,50,79.87,478.97,72.0,0,One year,Mailed check
TEL-2861,31,Male,10,47.1,20.36,298.0,8,One year,Bank transfer
TEL-2068,72,Female,25,23.27,2.27,54.0,0,Two year,Mailed check
TEL-2706,25,Female,28,17.68,2.89,76.0,0,One year,Bank transfer
TEL-2715,44,Non-binary,18,30.25,1.25,153.0,1,Month-to-month,Bank transfer
TEL-1764,52,Male,71,39.28,3.0,682.0,1,Two year,Mailed check
TEL-2329,70,Female,71,27.28,1.21,119.0,1,Month-to-month,Mailed check
TEL-1774,47,Male,69,41.24,6.61,856.0,3,One year,Electronic check
TEL-2554,64,Non-binary,60,25.41,0.89,108.0,0,One year,Mailed check
TEL-2865,79,Female,60,49.77,38.52,212.0,3,One year,Mailed check
TEL-2317,78,Female,47,26.08,2.34,132.0,0,Two year,Bank transfer
TEL-2264,39,Female,44,24.93,2.66,165.0,1,Two year,Credit card
TEL-1090,65,Female,46,85.31,464.68,37.0,1,One year,Electronic check
TEL-2605,60,Female,9,28.69,1.92,121.0,0,Month-to-month,Mailed check
TEL-1613,70,Male,55,43.12,6.62,1013.0,3,Two year,Bank transfer
TEL-1619,25,Female,49,33.97,3.65,778.0,2,One year,Credit card
TEL-2481,57,Male,42,21.32,2.51,121.0,0,Month-to-month,Credit card
TEL-2335,81,Female,10,18.58,0.86,148.0,0,One year,Electronic check
TEL-2898,18,Male,62,51.45,8.58,236.0,15,One year,Bank transfer
TEL-2832,48,Female,55,55.8,27.51,210.0,6,One year,Electronic check
TEL-1070,46,Female,32,64.26,382.51,109.0,0,One year,Electronic check
TEL-1611,51,Male,4,51.82,4.53,693.0,4,Two year,Credit card
TEL-2393,58,Female,23,18.39,2.96,151.0,0,Month-to-month,Credit card
TEL-2327,63,Non-binary,71,25.31,3.11,47.0,0,Month-to-month,Electronic check
TEL-1093,54,Non-binary,18,87.89,456.24,42.0,2,Month-to-month,Bank transfer
TEL-2043,53,Non-binary,14,20.06,1.38,139.0,0,Two year,Electronic check
TEL-1639,22,Non-binary,72,45.62,6.34,666.0,1,Two year,Bank transfer
TEL-2180,78,Male,51,31.21,1.93,63.0,1,Month-to-month,Credit card
TEL-2075,29,Non-binary,44,23.86,1.1,149.0,0,One year,Mailed check
TEL-1498,62,Male,16,38.34,5.05,805.0,2,Two year,Mailed check
TEL-1126,45,Female,48,87.48,458.27,47.0,0,One year,Credit card
TEL-2893,30,Non-binary,45,60.66,33.72,172.0,8,Two year,Mailed check
TEL-1584,71,Female,16,45.03,3.97,801.0,4,Month-to-month,Electronic check
TEL-1259,77,Non-binary,11,105.68,485.35,51.0,3,Month-to-month,Electronic check
TEL-2290,63,Male,51,19.74,1.65,117.0,0,Two year,Electronic check
TEL-2273,39,Non-binary,33,29.66,2.45,73.0,0,One year,Mailed check
TEL-2198,57,Female,34,28.22,1.51,157.0,0,Two year,Electronic check
TEL-2638,80,Female,23,19.52,1.36,53.0,1,Two year,Credit card
TEL-2090,26,Non-binary,70,24.14,1.73,60.0,1,Month-to-month,Credit card
TEL-1064,57,Male,62,89.99,419.9,57.0,0,Two year,Mailed check
TEL-1765,18,Non-binary,57,39.45,5.17,832.0,1,Month-to-month,Bank transfer
TEL-1446,22,Female,32,38.09,2.19,791.0,1,Month-to-month,Electronic check
TEL-1053,21,Male,71,85.15,361.3,77.0,0,One year,Electronic check
TEL-1013,77,Non-binary,22,108.92,341.1,52.0,0,Month-to-month,Credit card
TEL-2431,71,Male,45,27.32,1.48,53.0,1,Two year,Mailed check
TEL-1311,66,Non-binary,56,98.63,425.12,19.0,2,Two year,Bank transfer
TEL-1680,30,Male,62,29.73,1.95,847.0,2,One year,Bank transfer
TEL-2341,37,Female,26,22.71,3.84,100.0,2,One year,Bank transfer
TEL-1879,43,Non-binary,29,46.72,4.07,832.0,3,Two year,Electronic check
TEL-1428,36,Non-binary,71,30.44,6.34,796.0,1,Two year,Electronic check
TEL-1671,32,Male,1,29.59,7.59,703.0,1,Two year,Electronic check
TEL-2024,82,Female,22,25.55,1.33,42.0,1,Month-to-month,Bank transfer
TEL-2853,53,Non-binary,31,61.46,23.47,76.0,3,One year,Credit card
TEL-2702,56,Male,43,30.89,1.91,130.0,0,One year,Electronic check
TEL-1505,74,Male,21,46.68,6.25,984.0,2,Two year,Credit card
TEL-2404,20,Male,37,20.5,1.06,46.0,0,Month-to-month,Mailed check
TEL-2357,55,Non-binary,60,17.3,1.49,135.0,0,Two year,Mailed check
TEL-1865,71,Male,52,56.02,3.98,890.0,2,One year,Credit card
TEL-2974,61,Male,67,53.55,-5.24,374.0,3,Two year,Electronic check
TEL-1991,57,Male,12,36.12,5.37,815.0,4,Month-to-month,Electronic check
TEL-2968,35,Female,26,53.06,14.4,482.0,9,One year,Mailed check
TEL-1984,70,Non-binary,22,37.99,3.17,989.0,1,Month-to-month,Electronic check
TEL-1923,35,Male,19,44.48,1.51,695.0,2,Two year,Bank transfer
TEL-1932,25,Non-binary,59,43.93,6.38,729.0,1,Two year,Bank transfer
TEL-2602,54,Male,20,26.66,1.48,90.0,2,One year,Mailed check
TEL-1688,59,Female,6,22.72,3.85,572.0,0,Month-to-month,Credit card
TEL-1538,23,Male,23,37.79,1.75,815.0,2,Two year,Mailed check
TEL-2613,42,Female,3,26.09,0.62,134.0,0,Two year,Electronic check
TEL-2669,35,Non-binary,50,30.61,0.48,146.0,0,One year,Electronic check
TEL-1082,50,Non-binary,19,83.61,398.18,44.0,0,One year,Bank transfer
TEL-1656,69,Male,39,42.34,6.42,868.0,3,Two year,Electronic check
TEL-2506,61,Male,16,34.16,2.81,144.0,0,Month-to-month,Credit card
TEL-1078,28,Male,41,72.83,498.8,22.0,1,One year,Credit card
TEL-2734,48,Female,68,23.07,0.95,91.0,1,Two year,Electronic check
TEL-2144,54,Male,11,22.84,3.03,57.0,0,Two year,Bank transfer
TEL-2390,26,Female,65,24.35,1.38,44.0,0,Two year,Electronic check
TEL-2312,18,Male,38,29.34,2.72,114.0,0,Month-to-month,Bank transfer
TEL-2803,53,Female,71,67.3,30.01,487.0,3,One year,Electronic check
TEL-2011,23,Male,28,29.19,2.88,84.0,0,Two year,Mailed check
TEL-2594,65,Male,51,12.93,2.18,111.0,1,Month-to-month,Mailed check
TEL-2122,35,Male,39,23.93,2.4,126.0,0,One year,Mailed check
TEL-2583,77,Female,6,22.66,2.04,7.0,2,Month-to-month,Electronic check
TEL-2334,20,Female,1,24.69,0.9,61.0,2,Two year,Credit card
TEL-2537,62,Female,23,23.03,2.76,100.0,0,One year,Credit card
TEL-1113,46,Male,40,77.86,430.78,43.0,3,One year,Mailed check
TEL-2644,53,Non-binary,36,33.8,0.69,61.0,0,One year,Mailed check
TEL-1625,84,Male,25,52.51,4.27,838.0,3,One year,Mailed check
TEL-1411,41,Non-binary,48,49.42,4.59,809.0,0,Month-to-month,Electronic check
TEL-2516,46,Non-binary,42,25.52,2.39,113.0,0,Two year,Electronic check
TEL-2945,83,Female,72,44.33,11.96,331.0,9,Month-to-month,Credit card
TEL-1326,33,Female,29,93.58,452.92,27.0,2,Two year,Bank transfer
TEL-1439,74,Non-binary,60,44.11,-1.06,974.0,2,Two year,Electronic check
TEL-1467,34,Non-binary,31,64.69,7.34,748.0,4,One year,Electronic check
TEL-2891,38,Non-binary,38,39.89,15.05,416.0,3,Two year,Bank transfer
TEL-2249,29,Non-binary,18,28.78,1.66,117.0,0,Month-to-month,Mailed check
TEL-2885,51,Female,60,63.35,37.86,203.0,6,Two year,Electronic check
TEL-1972,18,Female,54,41.7,3.11,837.0,4,Month-to-month,Bank transfer
TEL-2462,43,Male,40,28.08,1.24,92.0,0,Two year,Bank transfer
TEL-2818,29,Non-binary,54,63.21,27.68,257.0,1,One year,Electronic check
TEL-2221,36,Male,59,28.36,1.82,108.0,1,Two year,Electronic check
TEL-1448,35,Non-binary,63,47.35,2.54,851.0,5,Month-to-month,Mailed check
TEL-1814,72,Male,25,64.41,7.84,454.0,0,One year,Bank transfer
TEL-1387,50,Non-binary,38,75.72,379.76,19.0,1,Two year,Credit card
TEL-1384,29,Female,26,84.54,451.47,53.0,1,Two year,Electronic check
TEL-1511,48,Male,52,39.61,4.25,663.0,3,One year,Electronic check
TEL-2084,34,Non-binary,65,18.84,2.48,101.0,0,Two year,Electronic check
TEL-1769,77,Male,39,25.17,8.27,633.0,2,One year,Bank transfer
TEL-2878,77,Female,59,53.3,26.29,466.0,4,One year,Electronic check
TEL-1424,36,Non-binary,63,40.04,6.63,913.0,2,Two year,Credit card
TEL-1779,79,Non-binary,6,50.61,7.92,862.0,0,Month-to-month,Electronic check
TEL-2095,76,Female,3,27.03,1.73,89.0,1,Two year,Credit card
TEL-2165,76,Male,23,26.71,2.75,80.0,0,One year,Credit card
TEL-1364,51,Male,15,74.46,466.92,40.0,1,Two year,Mailed check
TEL-2413,36,Non-binary,60,34.95,3.53,154.0,0,Two year,Bank transfer
TEL-1133,79,Non-binary,39,85.81,442.91,32.0,2,One year,Bank transfer
TEL-2238,75,Female,18,26.42,3.47,56.0,3,One year,Bank transfer
TEL-2508,45,Non-binary,52,29.14,2.34,75.0,1,Two year,Electronic check
TEL-2964,27,Male,16,53.25,27.93,402.0,7,Month-to-month,Bank transfer
TEL-1686,25,Male,38,41.41,6.4,954.0,2,Month-to-month,Mailed check
TEL-2434,66,Male,40,24.29,3.44,66.0,0,One year,Bank transfer
TEL-1433,29,Non-binary,39,41.77,1.59,628.0,1,Two year,Bank transfer
TEL-1609,34,Female,50,58.67,7.11,726.0,1,One year,Credit card
TEL-1328,47,Male,30,82.43,432.84,32.0,0,Two year,Bank transfer
TEL-1545,22,Non-binary,72,18.22,4.8,598.0,2,Month-to-month,Mailed check
TEL-2839,48,Non-binary,38,37.58,17.63,307.0,6,Two year,Credit card
TEL-1788,55,Female,43,42.7,3.73,949.0,1,One year,Electronic check
TEL-2721,61,Non-binary,18,23.1,2.52,125.0,2,One year,Credit card
TEL-1029,81,Female,72,72.26,450.31,53.0,1,Month-to-month,Bank transfer
TEL-2227,30,Male,48,31.95,2.38,48.0,0,Two year,Mailed check
TEL-1905,37,Female,57,58.71,6.37,1066.0,2,One year,Bank transfer
TEL-1826,46,Female,2,52.01,6.95,620.0,1,Month-to-month,Electronic check
TEL-1048,67,Male,61,107.77,441.12,38.0,0,Two year,Mailed check
TEL-2522,29,Non-binary,11,20.52,2.79,102.0,1,Two year,Mailed check
TEL-1481,75,Female,36,35.0,0.35,542.0,1,Two year,Mailed check
TEL-1420,34,Non-binary,32,28.41,6.14,830.0,2,Month-to-month,Credit card
TEL-2475,34,Non-binary,19,27.68,2.94,142.0,1,Month-to-month,Credit card
TEL-1338,29,Female,27,78.43,469.73,46.0,0,One year,Bank transfer
TEL-2018,43,Female,58,26.08,2.41,150.0,0,Month-to-month,Credit card
TEL-1628,67,Female,70,42.73,2.51,965.0,2,One year,Mailed check
TEL-2574,30,Male,7,16.39,2.18,85.0,0,Two year,Credit card
TEL-2812,30,Male,50,57.21,21.22,333.0,6,Two year,Mailed check
TEL-1476,36,Female,45,38.89,3.36,1072.0,2,Month-to-month,Electronic check
TEL-1218,50,Non-binary,20,66.53,506.25,67.0,5,One year,Electronic check
TEL-1917,66,Male,44,60.14,6.54,722.0,1,One year,Electronic check
TEL-1128,47,Non-binary,36,89.0,425.82,32.0,0,One year,Bank transfer
TEL-2663,54,Non-binary,2,26.11,2.7,117.0,0,Two year,Credit card
TEL-2786,84,Female,1,24.23,2.25,119.0,0,Month-to-month,Mailed check
TEL-2877,53,Female,64,38.14,20.77,257.0,5,One year,Credit card
TEL-1955,63,Male,24,46.4,5.65,918.0,1,Two year,Mailed check
TEL-2419,49,Male,25,31.56,2.5,124.0,0,Two year,Electronic check
TEL-1713,83,Male,64,49.28,6.62,682.0,3,One year,Electronic check
TEL-2181,52,Male,47,29.82,3.0,30.0,1,One year,Bank transfer
TEL-1321,23,Non-binary,40,92.59,412.74,52.0,1,Month-to-month,Mailed check
TEL-2630,35,Non-binary,47,21.57,2.34,64.0,0,Two year,Electronic check
TEL-2412,62,Female,35,33.48,1.55,48.0,1,Two year,Electronic check
TEL-1525,77,Male,8,61.34,4.85,679.0,3,Two year,Mailed check
TEL-1579,71,Non-binary,72,34.99,3.13,735.0,2,Two year,Credit card
TEL-2188,31,Male,41,28.27,2.18,65.0,2,Two year,Mailed check
TEL-1170,33,Female,23,83.76,551.79,38.0,1,One year,Credit card
TEL-1869,71,Female,15,43.22,7.35,698.0,2,Month-to-month,Mailed check
TEL-1559,72,Male,38,31.43,3.97,649.0,4,One year,Electronic check
